"title","metatags","rating_score","rating_audience","reviews","total_seasons","total_episodes","total_duration (minutes)","episodes_duration_average (minutes)","audio","subtitles","audio.Español (España)","audio.Español (América Latina)","audio.English","audio.English (India)","audio.Français","audio.Português (Brasil)","audio.Italiano","audio.Deutsch","audio.Japonés","audio.Русский","audio.العربية","audio.हिंदी","subtitles.Español (España)","subtitles.Español (América Latina)","subtitles.English","subtitles.Français","subtitles.Português (Portugal)","subtitles.Português (Brasil)","subtitles.Italiano","subtitles.Deutsch","subtitles.Русский","subtitles.العربية","subtitles.हिंदी","genres","editor","link","description"
"Tegami Bachi Letter Bee","Subtitulado","4.6",3000,1,1,0,0,0,"[""Japonés""]","[""English""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Acción"",""Aventura"",""Drama"",""Fantasia"",""Ciencia Ficción"",""Shounen"",""Sobrenatural""]","TV TOKYO","https://www.crunchyroll.com/es-es/series/GYX0J4N5R/tegami-bachi-letter-bee",""
"Fanfare of Adolescence","Subtitulado","3.9",570,0,1,13,299,23,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Drama"",""Deportes""]","Aniplex of America","https://www.crunchyroll.com/es-es/series/GMEHME4QD/fanfare-of-adolescence",""
"Le Fruit de la Grisaia","Subtitulado","4.7",2000,7,0,0,0,0,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Drama"",""Romance"",""Thriller""]","NBC Universal","https://www.crunchyroll.com/es-es/series/G65VKEXD6/the-fruit-of-grisaia","La historia se desarrolla en una academia que es un entorno completamente cerrado para que las chicas que en ella estudian puedan ser educadas y cultivadas sin influencia externa alguna. Cinco chicas pasan sus días entre los muros de la academia con hastío y arrepentimiento. Yuji Kazami es un muchacho que acaba de unirse a la academia como el único estudiante masculino de la misma y cambia la vida de todas."
"Adachi and Shimamura","Sub | Dob","4.6",1000,2,1,0,0,0,"[""Japonés"",""English"",""Español (América Latina)"",""Português (Brasil)""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский""]","-","true","true","-","-","true","-","-","true","-","-","-","-","true","true","-","-","true","-","-","-","-","-","[""Drama"",""Romance""]","PONY CANYON INC.","https://www.crunchyroll.com/es-es/series/G79H23V84/adachi-and-shimamura","Adachi y Shimamura se conocen en el segundo piso del gimnasio escolar mientras se saltan clases. Gradualmente, comienzan a verse cada vez más y comienzan a jugar ping pong juntas."
"Vinland Saga","Sub | Dob","4.9",14000,11,10,37,905,24,"[""Japonés"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""हिंदी""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","true","true","-","true","true","true","true","true","true","-","true","-","true","true","true","-","true","true","true","true","-","true","[""Aventura"",""Drama""]","Fuji Creative Corporation","https://www.crunchyroll.com/es-es/series/GEXH3WKK0/vinland-saga","Cuando Thors, un gran guerrero viking muere asesinado en batalla a manos de Askeladd, un mercenario, su hijo, Thorfinn, jura vengarse. Para ello tendrá que demostrar su valía antes de ganarse el derecho a retar a un duelo al asesino de su padre."
"Basilisk","Sub | Dob","4.4",575,0,1,24,576,24,"[""Japonés"",""English""]","[""English""]","-","-","true","-","-","-","-","-","true","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[]","GONZO","https://www.crunchyroll.com/es-es/series/G65V1GV06/basilisk",""
"Soul Buster","Subtitulado","3.3",104,0,1,12,156,13,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Acción"",""Aventura"",""Fantasia""]","Mages Inc","https://www.crunchyroll.com/es-es/series/G63VMJ9DY/soul-buster","Los libros de historia dicen que en la era de los Tres Reinos, estas tierras eran el escenario de una guerra sin fin. Un joven de preparatoria/instituto llamado Shonshin que odia la historia de la ciudad, tiene un día un extraño sueño. Cuando se despierta de dicho sueño, comienzan a ocurrirle cosas extrañas una tras otra, y sin saber qué sucede realmente, acaba encontrándose cara a cara con Gien, uno de los generales de Romance de los Tres Reinos, quien intenta matarlo. Justo cuando Sonshin va a morir a manos de Gien, aparece una misteriosa mujer. ¿"
"Shadowverse","Subtitulado","3.7",668,2,0,0,0,0,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Acción"",""Shounen""]","TV TOKYO","https://www.crunchyroll.com/es-es/series/GYEX244X6/shadowverse","¡Está a punto de comenzar la batalla de cartas más increíble que puedas imaginar! Hiiro Ryugasaki es un estudiante de la Academia Tensei que un día se encuentra un misterioso smartphone que ya tiene instalado el popular juego de cartas Shadowverse, ¡ese al que juegan todos sus compañeros y él estaba deseando poder probar! Hiiro conocerá a rivales, forjará vínculos, participará en torneos, y vivirá todo tipo de experiencias gracias a Shadowverse para ""evolucionar""."
"Battle Game in 5 Seconds","Sub | Dob","4.5",5000,8,0,0,0,0,"[""Japonés"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Português (Brasil)""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","true","true","-","true","true","-","true","true","-","-","-","-","true","true","true","-","true","-","true","-","-","-","[""Acción"",""Drama"",""Sobrenatural"",""Thriller""]","ShoPro","https://www.crunchyroll.com/es-es/series/G8DHV7DG7/battle-game-in-5-seconds","¡Va a comenzar un nuevo tipo de batallas con habilidades para una nueva generación! Aquella era una mañana como cualquier otra para Akira Shiroyanagi, un joven de preparatoria/instituto que adora los videojuegos y los caramelos. Un día acaba metido en una pelea por culpa de una misteriosa chica llamada Mion. Es esa chica la que reúne a un grupo de gente y les da la noticia: ya no existen en los registros oficiales y les han dado poderes especiales para cierto experimento. Akira tendrá que usar sus poderes para sobrevivir, ascender y aplastar a la organización responsable de todo eso."
"To Be Heroine","Sub | Dob","4.2",270,2,1,8,184,23,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Acción"",""Comedia"",""Sobrenatural""]","EMON","https://www.crunchyroll.com/es-es/series/G63KVV3E6/to-be-heroine","Todos en el entorno de Futaba esperan que crezca y se convierta en una adulta, y las presiones han hecho que ella haya perdido la estabilidad mental. En lo más profundo de su corazón, su yo más infantil sigue vivo y con fuerza. Un día la chica acaba en una dimensión diferente sin saber cómo. El mundo en el que está es un mundo gobernado por la oscuridad y en el que se ha perdido la luz. Allí las personas existen solo en forma de bebés que visten únicamente con ropa interior. La poca ropa que llevan se puede transformar en unos entes mágicos llamados SpiCloth con los que luchan entre ellos."
"Digimon Adventure","Subtitulado","4.5",469,4,1,28,644,23,"[""Japonés""]","[""Español (España)""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Acción"",""Aventura"",""Fantasia"",""Shounen""]","Toei Animation","https://www.crunchyroll.com/es-es/series/GVDHX83V7/digimon-adventure","Estando en un campamento de verano, siete niños se encuentran con unos misteriosos dispositivos y una luz los transporta a un extraño Mundo Digital. En este nuevo mundo forjarán amistad con unas criaturas llamadas Digimon y con las que lucharán para derrotar a las fuerzas malvadas que amenazan tanto el Mundo Digital como el mundo real."
"DECA-DENCE","Sub | Dob","4.6",1000,1,1,0,0,0,"[""Japonés"",""English"",""Deutsch"",""Français"",""Русский""]","[""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Português (Brasil)"",""العربية""]","-","-","true","-","true","-","-","true","true","true","-","-","-","-","true","true","-","-","-","true","true","-","-","[""Drama"",""Ciencia Ficción""]","Kadokawa Pictures Inc.","https://www.crunchyroll.com/es-es/series/GEXH3WK03/deca-dence","En un mundo aterrorizado por formas de vida monstruosas, el futuro de la humanidad lo decidirá una chica con una actitud positiva y un mecánico gruñón."
"Libra of Nil Admirari","Subtitulado","4.6",631,0,1,12,276,23,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Romance""]","DMM Corporation","https://www.crunchyroll.com/es-es/series/GYKE9JW1Y/libra-of-nil-admirari","En un Japón alternativo en el que la era Taisho no duró 15 años sino que siguió durante 25 años más, una chica llamada Tsugumi Kuze se prepara casarse con un hombre del cual no conoce. Sin embargo, antes de celebrarse la boda, su hermano menor intenta suicidarse. Ante la joven aparecen entonces dos miembros de la “Agencia de Inteligencia de la Biblioteca Imperial”, quienes le explican que lo ocurrido a su hermano fue obra de un tomo maldito, un “Maremono”, libros imbuidos con los sentimientos de quienes los escribieron y que pueden influenciar en gran medida a quienes los poseen."
"Yotsuiro Biyori","Subtitulado","4.8",718,1,1,12,276,23,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Comedia""]","Genco","https://www.crunchyroll.com/es-es/series/GYW4DK726/yotsuiro-biyori","Rokuhoudou es una casa de té tradicional japonesa que es bastante popular gracias a los esfuerzos de sus empleados: Sui (el experto en té), Gre (el experto en arte latte), Tsubaki (experto en postres) y Tokitaka (el cocinero). Además de sus exquisitas preparaciones, su hospitalidad con los clientes y que siempre estén dispuestos a escuchar sus problemas, hacen del local un lugar muy especial en el que se pueden escuchar historias enternecedoras y tristes. ¿Quiénes serán los clientes de hoy?"
"LiSA TV","Subtitulado","4.0",37,0,1,0,0,0,"[""Japonés""]","[""English""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Musical""]","Aniplex of America","https://www.crunchyroll.com/es-es/series/G6X03JPMY/lisa-tv",""
"Asteroid in Love","Sub | Dob","4.3",685,3,1,13,299,23,"[""Japonés"",""English""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","true","-","-","-","-","-","true","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[]","Kadokawa Pictures Inc.","https://www.crunchyroll.com/es-es/series/GRMEJX3VY/asteroid-in-love","Mira Konohata fue a un campamento siendo pequeña, y allí conoció a Ao, quien observaba las estrellas y con quien hizo una promesa: juntos descubrirían una nueva estrella, un asteroide, al que ponerle su nombre. Pasan los años y Mira nunca volvió a ver a Ao, pero no ha olvidado su promesa, así que cuando llega al instituto/la preparatoria que escogió, su primer objetivo es pasar a formar parte del club de astronomía... ¡que ya no existe!"
"We Rent Tsukumogami","Subtitulado","4.5",193,1,1,12,300,25,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Drama"",""Fantasia"",""Romance"",""Sobrenatural""]","TMS Entertainment Co., Ltd.","https://www.crunchyroll.com/es-es/series/GYNVQZK8R/we-rent-tsukumogami","Dos hermanos adoptados regentan una curiosa tienda de alquiler de objetos en la antigua Edo (la actual Tokio), donde las inundaciones y los incendios son tan comunes que suele ser habitual alquilar los objetos de uso diario en lugar de comprarlos para poder huir en caso de necesidad sin temer dejar pertenencias atrás. Entre los objetos de la tienda hay unos muy especiales que se han convertido en espíritus tras cientos de años de existencia: los Tsukumogami."
"Laughing Under the Clouds","Sub | Dob","4.2",661,0,1,12,267,22,"[""Japonés"",""English""]","[""English"",""Español (América Latina)""]","-","-","true","-","-","-","-","-","true","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[""Acción"",""Aventura"",""Shoujo"",""Sobrenatural""]","ntv","https://www.crunchyroll.com/es-es/series/GYDQ2NXK6/laughing-under-the-clouds",""
"Clean Freak! Aoyama kun","Sub | Dob","4.4",1000,0,1,12,276,23,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Comedia"",""Deportes""]","PONY CANYON INC.","https://www.crunchyroll.com/es-es/series/GYNQZQ3XY/clean-freak-aoyama-kun","Aoyama-kun es un joven genio del fútbol que juega como centrocampista para el equipo U-16 nacional. El problema es que también está obsesionado con la limpieza porque odia los gérmenes, lo que hace que sus compañeros de equipo vivan situaciones extremas con él incluso en mitad de los partidos. Una historia de amistad, de superar retos y ¡de ser el más limpio del mundo!"
"Sekko Boys","Subtitulado","3.3",211,0,1,12,84,7,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Comedia"",""Musical""]","Kadokawa Pictures Inc.","https://www.crunchyroll.com/es-es/series/GYNQX1DWY/sekko-boys","Los ""Sekko Boys"" son un grupo de cuatro idols de verdad: San Jorge, Medici, Hermes y Marte. Sin embargo, el problema que tienen es que son ¡bustos de piedra! Con la ayuda de Miki Ishimoto, una mánager novata que trabajará con ellos, se esforzarán por ser los mejores idols jamás conocidos."
"number24","Sub | Dob","4.5",483,0,1,12,276,23,"[""Japonés"",""English""]","[""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Português (Brasil)""]","-","-","true","-","-","-","-","-","true","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[""Deportes""]","Pierrot Co., Ltd.","https://www.crunchyroll.com/es-es/series/G3KHEVQ0G/number24","Seis meses después de un terrible accidente de motocicleta, Natsusa finalmente regresa a la escuela. Lamentablemente tiene que repetir su primer año de universidad y ya no puede jugar al rugby que tanto ama. Aun así, no puede separarse de él."
"Anime Recap","Doblajes","2.8",103,0,1,0,0,0,"[""English""]","[]","-","-","true","-","-","-","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[]","crunchyroll","https://www.crunchyroll.com/es-es/series/GR24X90E6/anime-recap",""
"Elegant Yokai Apartment Life (Yokai Apartment no Yuuga na Nichijou)","Sub | Dob","4.5",988,3,1,26,598,23,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Drama"",""Fantasia"",""Sobrenatural""]","Sumitomo Corporation","https://www.crunchyroll.com/es-es/series/GYE5Z5JNR/elegant-yokai-apartment-life","Yushi Inaba se ve forzado a vivir con su tío cuando sus padres fallecen. Es entonces cuando debido a la mala situación viviendo con sus familiares, decide que irá a estudiar por su cuenta y vivirá solo, así que busca una escuerla con residencia. Por desgracia la residencia a la que iba a ir arde justo antes de mudarse y buscando un sitio barato donde vivir, encuentra la Posada de Monstruos, un lugar repleto de monstruos, fantasmas y otras criaturas sobrenaturales. Aunque al principio no sabe cómo lidiar con su nueva vida, poco a poco comenzará a forjar amistad con sus nuevos compañeros."
"Asobi Asobase - workshop of fun -","Sub | Dob","4.8",3000,9,1,12,275,23,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Comedia""]","Kadokawa Pictures Inc.","https://www.crunchyroll.com/es-es/series/G6MEG24VR/asobi-asobase---workshop-of-fun--","La obra cómica mezcla chicas guapas y juegos en varias historias. Kasumi es lista, seria y muy buena en los juegos, pero los odia porque siempre pierde contra su hermana mayor y por ello siempre ha tenido que encargarse de las tareas de la casa. Olivia tiene orígenes americanos, pero se ha criado en Japón y finge no saber hablar japonés. Hanako es una chica alegre y con coletas que por mucho que lo intenta, no consigue ser normal como quiere."
"Mahouka Koukou no Rettousei","Sub | Dob","4.6",8000,9,0,0,0,0,"[""Japonés"",""English""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","true","-","-","-","-","-","true","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[]","Aniplex of America","https://www.crunchyroll.com/es-es/series/GRMGDGZVR/the-irregular-at-magic-high-school","Basado en la novela ligera de Tsutomu Sato, Mahouka Koukou no Rettousei se ubica en un mundo donde existe la magia, pero en vez de usar conjuros y hechizos, los usuarios de magia realizan hechizos con los dispositivos CAD. Los CAD son infundidos con Psions del usuario, que activa el dispositivo y construye el ritual de magia."
"KAGEWANI","Subtitulado","4.2",162,3,0,0,0,0,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Ciencia Ficción"",""Thriller""]","DIRECTIONS, Inc.","https://www.crunchyroll.com/es-es/series/GRMGP3V7R/kagewani","La serie es una obra original que forma parte del espacio Ultra Super Anime Time, contando con la dirección de Tomoya Takashima y escrita por Hiromu Kumamoto, dos expertos en cortos de suspense y terror tras haber trabajado en Yamishibai: Japanese Ghost Stories. En esta ocasión la historia girará en torno a los ""UMA"", animales misterioso no identificados, que comienzan a aparecer con asiduidad."
"Requiem of the Rose King","Sub | Dob","3.9",1000,4,0,0,0,0,"[""Japonés"",""English"",""Español (América Latina)"",""Français"",""Português (Brasil)""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","true","true","-","true","true","-","-","true","-","-","-","-","true","true","true","-","true","-","-","-","-","-","[""Drama""]","Bandai Visual","https://www.crunchyroll.com/es-es/series/G9VHN9PG0/requiem-of-the-rose-king","Las Guerras de las Rosas se apoderan de la Inglaterra medieval cuando las casas de York y Lancaster compiten por el trono. Ricardo es el tercer hijo del Duque de York, quien planea tomar la corona. Ricardo quiere que esto suceda a cualquier costo, pero este deseo inocente hundirá aún más a Inglaterra en el caos de la guerra. Mientras tanto, Ricardo se enfrenta a una batalla mucho más personal."
"UniteUp!","Subtitulado","4.1",308,0,1,4,95,24,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[]","Aniplex of America","https://www.crunchyroll.com/es-es/series/GJ0H7Q5J9/uniteup","El joven Akira tuvo que dejar el béisbol por un problema en su momento y desde entonces parece algo deprimido, aunque siempre le gustó cantar, algo que un amigo suyo aprovechará para intentar darlo a conocer en las redes como cantante sin que él lo sepa. Esto abrirá una nueva puerta a Akira al mundo de los idols."
"Black Cat","Sub | Dob","4.5",523,0,1,24,575,24,"[""Japonés"",""English""]","[""English"",""Deutsch"",""Español (América Latina)""]","-","-","true","-","-","-","-","-","true","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[""Acción"",""Comedia"",""Drama""]","GONZO","https://www.crunchyroll.com/es-es/series/GYWEQW20Y/black-cat","Sven se cruza con el gato negro y la joven bioarma, Eve, pero el trío cazarrecompensas quizá no triunfe por los enemigos que acechan."
"Armor Shop for Ladies & Gentlemen","Subtitulado","3.0",429,0,0,0,0,0,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[]","DOCOMO ANIME STORE inc","https://www.crunchyroll.com/es-es/series/GZJH3DWPV/armor-shop-for-ladies--gentlemen","Kurtz, el dueño de la tienda, Narden, la empleada Liletta y el resto del equipo de la tienda de armaduras están reuniendo suministros para fabricar sus atrevidas armaduras, con la ayuda de su propio Rey Demonio. Con el increíble poder del Rey Demonio, ganan todas sus batallas fácilmente. Pero de camino a casa, se encuentran con una pieza de armadura que cae del cielo. ¿Y qué es lo que ven...? Viajeros, sean bienvenidos a la Tienda de Armaduras para damas y caballeros."
"Sorcerous Stabber Orphen","Subtitulado","4.1",832,1,5,53,1219,23,"[""Japonés"",""English""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية"",""हिंदी""]","-","-","true","-","-","-","-","-","true","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[]","ntv","https://www.crunchyroll.com/es-es/series/GJ0H7QXDW/sorcerous-stabber-orphen","Orphen es un poderoso hechicero y a su hermana la convirtieron en dragón. Él no se detendrá hasta encontrarla, aunque deba hacerlo solo."
"Kami nomi zo Shiru Sekai","Subtitulado","4.6",6000,11,0,0,0,0,"[""Japonés""]","[""Español (España)"",""English"",""Español (América Latina)"",""Português (Brasil)""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Comedia"",""Drama"",""Romance"",""Sobrenatural""]","TV TOKYO","https://www.crunchyroll.com/es-es/series/GR9PV5MD6/the-world-god-only-knows","Keima es un estudiante de instituto con una insana obsesión por los juegos de citas. Es capaz de enamorar a cualquier chica en cualquier juego, y por eso le llaman el ""Dios de las Citas"". Sus habilidades para ""capturar"" chicas 2D son legendarias en Internet. En la vida real Keima es un otaku con gafas al que nadie presta atención, pero un encuentro con una chica muy especial que le pedirá que le ayude a ""capturar"" chicas de verdad, lo cambiará todo."
"Rokka -Braves of the Six Flowers-","Sub | Dob","4.2",4000,11,0,0,0,0,"[""Japonés"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Português (Brasil)""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","true","true","-","true","true","-","true","true","-","-","-","-","true","true","true","-","true","-","true","-","-","-","[""Acción"",""Aventura"",""Fantasia"",""Thriller""]","PONY CANYON INC.","https://www.crunchyroll.com/es-es/series/GRVNEXKXY/rokka--braves-of-the-six-flowers-","Cuenta la leyenda que cuando el Dios Demonio despierte de las profundidades de la oscuridad, la Diosa del Destino llamará a Seis Héroes y les otorgará el poder de salvar al mundo. Adlet, quien dice ser el más fuerte en la faz de la tierra, es elegido como uno de los ""Héroes de la Flor de Seis Pétalos"", y emprende su viaje para prevenir la resurrección del Dios Demonio. Sin embargo, se encuentra con que hay Siete Héroes en la tierra prometida..."
"The Perfect Insider","Subtitulado","4.3",385,1,1,11,253,23,"[""Japonés""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""العربية""]","-","-","-","-","-","-","-","-","true","-","-","-","-","-","-","-","-","-","-","-","-","-","-","[""Drama"",""Ciencia Ficción"",""Seinen"",""Thriller""]","Fuji Creative Corporation","https://www.crunchyroll.com/es-es/series/G68VXG3G6/the-perfect-insider","Basada en la premiada novela Subete ga F ni Naru de Hiroshi Mori, The Perfect Insider está protagonizada por Sohei Saikawa, miembro del Laboratorio de Investigación Saikawa y por Moe Nishinosono, hija de su mentor. Ambos descubren un cadáver cuando están de vacaciones, y juntos comenzarán a trabajar para resolver el misterio de lo que resultará siendo una serie de asesinatos."
"Dimension W","Sub | Dob","4.6",932,0,1,12,288,24,"[""Japonés"",""English""]","[""English"",""Deutsch"",""Español (América Latina)"",""Français""]","-","-","true","-","-","-","-","-","true","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[]","Bandai Visual","https://www.crunchyroll.com/es-es/series/G4PH0WE7E/dimension-w",""
"To Your Eternity","Doblajes","4.9",29000,21,0,0,0,0,"[""Japonés"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Português (Brasil)""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","true","true","-","true","true","-","true","true","-","-","-","-","true","true","true","-","true","-","true","-","-","-","[""Drama"",""Fantasia"",""Sobrenatural""]","NHKEnterprise","https://www.crunchyroll.com/es-es/series/GG5H5XMWV/to-your-eternity","Al principio el ""orbe"" llegó a la Tierra. Podía hacer dos cosas: tomar la forma de cualquier cosa con la que interactuara y regenerarse para volver a la vida. El orbe se convirtió en roca, luego en lobo y finalmente en un chico, pero vaga por el mundo como un recién nacido que no sabe nada. Como niño se convierte en Fushi. Poco a poco va conociendo la amabilidad humana y Fushi no solo aprende a sobrevivir, sino que crece como ""persona"". Pero su viaje queda ensombrecido por Nokker, un destructivo e inexplicable enemigo, así como por las crueles depedidas de aquellos a quienes ama."
"The Dawn of the Witch","Sub | Dob","4.2",10000,1,1,12,287,24,"[""Japonés"",""English"",""Deutsch"",""Français"",""Português (Brasil)""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","true","-","true","true","-","true","true","-","-","-","-","-","true","true","-","true","-","true","-","-","-","[""Aventura"",""Fantasia""]","Kodansha Ltd.","https://www.crunchyroll.com/es-es/series/G5PHNM403/the-dawn-of-the-witch",""
"Shine on! Bakumatsu Bad Boys","Sub | Dob","4.2",1000,0,1,12,288,24,"[""Japonés"",""Français""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский""]","-","-","-","-","true","-","-","-","true","-","-","-","-","-","-","true","-","-","-","-","-","-","-","[""Acción"",""Aventura""]","TWIN ENGINE Inc","https://www.crunchyroll.com/es-es/series/G4PH0WZZ3/shine-on-bakumatsu-bad-boys","Un ataque al Shinsengumi por parte de una misteriosa organización de enmascarados acaba con muchos de sus miembros, pero un nuevo plan busca entre los criminales a gente apta que porte los nombres de los caídos y así poder buscar a la organización y vengarse por lo ocurrido."
"The Girl From the Other Side","Sub | Dob","4.8",3000,4,1,3,78,26,"[""Japonés"",""English""]","[""Español (España)"",""English"",""Deutsch"",""Español (América Latina)"",""Français"",""Italiano"",""Português (Brasil)"",""Русский"",""العربية""]","-","-","true","-","-","-","-","-","true","-","-","-","-","-","true","-","-","-","-","-","-","-","-","[""Drama"",""Fantasia""]","TWIN ENGINE Inc","https://www.crunchyroll.com/es-es/series/G5PHNMWQ9/the-girl-from-the-other-side","Dos mundos entrarán en contacto, el mundo interior (en el que habitan los humanos) y el mundo exterior (poblado por seres extraños que pueden maldecirte al tocarte), cuando una niña llamada Shiva se encuentra con un monstruo del mundo exterior."
